
DECIMAL       HEXADECIMAL     DESCRIPTION
1849075       0x1C36F3        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 2048
1849081       0x1C36F9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 2048
1849087       0x1C36FF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 2048
1849093       0x1C3705        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 2048
1849099       0x1C370B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x1e000, size 2048
1849105       0x1C3711        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1849309       0x1C37DD        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x1e, 0000-FE-00, rev 0x3fc00, size 2048
1849669       0x1C3945        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x1e, 0000-FC-00, rev 0x3f800, size 2048
1850425       0x1C3C39        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1850431       0x1C3C3F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1850437       0x1C3C45        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1850443       0x1C3C4B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4160749568
1850449       0x1C3C51        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1850544       0x1C3CB0        LZMA compressed data, properties: 0x7E, dictionary size: 0 bytes, uncompressed size: 0 bytes
1851164       0x1C3F1C        Intel x86 or x64 microcode, pf_mask 0x00, 0000-1E-1E, rev 0x1e1e, size 4294963200
1851625       0x1C40E9        Intel x86 or x64 microcode, pf_mask 0x00, 0000-1E-00, rev 0x3c00, size 2048
1851907       0x1C4203        Intel x86 or x64 microcode, pf_mask 0x7f, 0000-F8-00, rev 0x1f000, size 3472883712
1851913       0x1C4209        Intel x86 or x64 microcode, sig 0x0000003e, pf_mask 0xff, 0000-7C-00, rev 0xf800, size 3347054592
1852201       0x1C4329        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x0f, 0000-FE-00, rev 0x7fc00, size 251658240
1852261       0x1C4365        Intel x86 or x64 microcode, pf_mask 0xf1, 0000-7F-C0, rev 0x7f80, size 3774349312
1852543       0x1C447F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1852549       0x1C4485        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1852555       0x1C448B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1852561       0x1C4491        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1852567       0x1C4497        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2048
1852945       0x1C4611        Intel x86 or x64 microcode, pf_mask 0x00, 0000-78-00, rev 0xf800, size 503316480
1853077       0x1C4695        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x00, 0000-80-00, rev 0x3e000, size 2048
1853268       0x1C4754        Broadcom firmware header Corporatio À. Model: . Firmware version: ?.
1853281       0x1C4761        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x0f, 0000-C0-00, rev 0x3e000, size 2048
1853413       0x1C47E5        Intel x86 or x64 microcode, pf_mask 0x00, 0000-7C-00, rev 0xf800, size 29360128
1853448       0x1C4808        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1855430       0x1C4FC6        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 1006632960
1855436       0x1C4FCC        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf000, size 503316480
1855507       0x1C5013        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 1040187392
1855513       0x1C5019        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf000, size 503316480
1855584       0x1C5060        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf000, size 2048
1856185       0x1C52B9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1ff00, size 4026531840
1856191       0x1C52BF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1856197       0x1C52C5        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1856203       0x1C52CB        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1856209       0x1C52D1        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1856215       0x1C52D7        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1856611       0x1C5463        Intel x86 or x64 microcode, pf_mask 0x00, 0000-3F-00, rev 0xfe00, size 4292870144
1857025       0x1C5601        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1857745       0x1C58D1        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1858105       0x1C5A39        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1858334       0x1C5B1E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-7C-00, rev 0xf800, size 251658240
1858405       0x1C5B65        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 1006632960
1858411       0x1C5B6B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf000, size 1006632960
1859179       0x1C5E6B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x7f00, size 2048
1859881       0x1C6129        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-F8-00, rev 0x1f800, size 3758096384
1859887       0x1C612F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-F8-00, rev 0x1f800, size 4160749568
1859893       0x1C6135        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F8-00, rev 0x1f800, size 2080374784
1859899       0x1C613B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1f800, size 469762048
1859905       0x1C6141        Intel x86 or x64 microcode, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 2048
1859911       0x1C6147        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xe000, size 2048
1860181       0x1C6255        Intel x86 or x64 microcode, pf_mask 0x00, 0000-1F-E0, rev 0x7f80, size 2139095040
1860223       0x1C627F        Intel x86 or x64 microcode, sig 0x0000001f, pf_mask 0x7e, 0000-E0-00, rev 0x7f800, size 2048
1860977       0x1C6571        LZMA compressed data, properties: 0xC0, dictionary size: 0 bytes, uncompressed size: 0 bytes
1861238       0x1C6676        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 534773760
1861244       0x1C667C        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FC-00, rev 0xf000, size 133169152
1861285       0x1C66A5        Intel x86 or x64 microcode, pf_mask 0x00, 0000-78-00, rev 0xf800, size 2048
1861344       0x1C66E0        LZMA compressed data, properties: 0x7E, dictionary size: 0 bytes, uncompressed size: 0 bytes
1861668       0x1C6824        Intel x86 or x64 microcode, sig 0x0000780f, pf_mask 0x7fff, 0000-C0-00, rev 0x3e000, size 2048
1862688       0x1C6C20        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1862694       0x1C6C26        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1862700       0x1C6C2C        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4026531840
1862742       0x1C6C56        Intel x86 or x64 microcode, sig 0x00007c03, pf_mask 0x3fff, 0000-E0-00, rev 0x7801e000, size 2048
1862785       0x1C6C81        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1863450       0x1C6F1A        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1863456       0x1C6F20        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1863462       0x1C6F26        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1863468       0x1C6F2C        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1863474       0x1C6F32        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1863810       0x1C7082        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1863816       0x1C7088        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1863822       0x1C708E        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1863828       0x1C7094        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1863834       0x1C709A        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1864128       0x1C71C0        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0xffc0, 0000-F0-00, rev 0x1e000, size 4026531840
1864134       0x1C71C6        Intel x86 or x64 microcode, sig 0x0000ffc0, pf_mask 0xffc0, 0000-F0-00, rev 0x1f000, size 4026531840
1864140       0x1C71CC        Intel x86 or x64 microcode, sig 0x0000ffc0, pf_mask 0xffc0, 0000-F0-00, rev 0x-3f1000, size 4026531840
1864843       0x1C748B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1864849       0x1C7491        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1864855       0x1C7497        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1864861       0x1C749D        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1864867       0x1C74A3        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1865299       0x1C7653        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x7f00, size 2048
1865516       0x1C772C        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x80000000, 0000-F0-0F, rev 0x1e00f, size 528973824
1865522       0x1C7732        Intel x86 or x64 microcode, sig 0x80000000, pf_mask 0x80000000, 0000-F8-0F, rev 0x1f00f, size 264732672
1865528       0x1C7738        Intel x86 or x64 microcode, sig 0x80000000, pf_mask 0x80000000, 8000-7C-0F, rev 0xf80f, size 65503232
1865569       0x1C7761        Intel x86 or x64 microcode, pf_mask 0x01, 0000-FF-C0, rev 0xffc0, size 3286237184
1865587       0x1C7773        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-E7-C0, rev 0x1ffc0, size 2178940928
1865593       0x1C7779        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-C3-E0, rev 0x3e7c0, size 31457280
1867410       0x1C7E92        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1867416       0x1C7E98        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1867422       0x1C7E9E        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1867428       0x1C7EA4        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1867434       0x1C7EAA        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1867440       0x1C7EB0        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2048
1868774       0x1C83E6        Intel x86 or x64 microcode, pf_mask 0x00, 0000-01-E0, rev 0x01e0, size 15728640
1868779       0x1C83EB        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1868785       0x1C83F1        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1868791       0x1C83F7        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1868797       0x1C83FD        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1868803       0x1C8403        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1869265       0x1C85D1        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1869583       0x1C870F        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-00, rev 0x1ff00, size 1040187392
1869589       0x1C8715        Intel x86 or x64 microcode, pf_mask 0x00, 0000-7E-00, rev 0xff00, size 503316480
1870267       0x1C89BB        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x03, 0000-FC-00, rev 0x1fc00, size 2407530496
1870273       0x1C89C1        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-FE-00, rev 0x1fc00, size 2277507072
1870279       0x1C89C7        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-DF-00, rev 0x3fe00, size 2212495360
1870639       0x1C8B2F        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1870987       0x1C8C8B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf800, size 260046848
1871653       0x1C8F25        Intel x86 or x64 microcode, pf_mask 0x1f, 0000-00-00, size 4286578688
1871754       0x1C8F8A        Intel x86 or x64 microcode, sig 0x00007fff, pf_mask 0xfff, 0000-E0-00, rev 0x7c07e000, size 2048
1872115       0x1C90F3        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4290772992
1872121       0x1C90F9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4290772992
1872127       0x1C90FF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4290772992
1872133       0x1C9105        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-C0, rev 0x1f000, size 2048
1872139       0x1C910B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-C0, rev 0xffc0, size 2048
1872415       0x1C921F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1872421       0x1C9225        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1872427       0x1C922B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1872433       0x1C9231        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1872439       0x1C9237        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1872445       0x1C923D        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1872865       0x1C93E1        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1873945       0x1C9819        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1874232       0x1C9938        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1874238       0x1C993E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4026531840
1874268       0x1C995C        Intel x86 or x64 microcode, sig 0x00007f07, pf_mask 0x1fff, 0000-E0-00, rev 0x7c01f000, size 2048
1874305       0x1C9981        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1874510       0x1C9A4E        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1874516       0x1C9A54        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4093378560
1874522       0x1C9A5A        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4294901760
1874528       0x1C9A60        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4294934528
1874534       0x1C9A66        Intel x86 or x64 microcode, pf_mask 0x80000000, 0000-F0-00, rev 0xf000, size 2147467264
1874994       0x1C9C32        Intel x86 or x64 microcode, sig 0x00007fff, pf_mask 0xfff, 0000-E0-00, rev 0x7c07e000, size 2048
1875253       0x1C9D35        Intel x86 or x64 microcode, pf_mask 0x3f, 0000-F0-00, rev 0xf000, size 4290772992
1876375       0x1CA197        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1876381       0x1CA19D        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1876387       0x1CA1A3        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1876393       0x1CA1A9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1876399       0x1CA1AF        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1876405       0x1CA1B5        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1876819       0x1CA353        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F8-00, rev 0x1e000, size 534773760
1876825       0x1CA359        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-E0, rev 0x1f800, size 2048
1876831       0x1CA35F        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-E0, rev 0xffe0, size 2048
1877113       0x1CA479        Intel x86 or x64 microcode, pf_mask 0x01, 0000-FF-C0, rev 0xff80, size 3284140032
1877131       0x1CA48B        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-E3-C0, rev 0x1e7c0, size 31457280
1877137       0x1CA491        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x0f, 0000-C3-C0, rev 0x3e3c0, size 31457280
1877437       0x1CA5BD        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1877443       0x1CA5C3        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1877449       0x1CA5C9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1877455       0x1CA5CF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1877461       0x1CA5D5        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4160749568
1877467       0x1CA5DB        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1878625       0x1CAA61        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1878979       0x1CABC3        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-78, rev 0x0078, size 3932160
1879621       0x1CAE45        Intel x86 or x64 microcode, pf_mask 0x00, 0000-3F-00, rev 0x7f00, size 260046848
1879986       0x1CAFB2        Intel x86 or x64 microcode, sig 0x000007ff, pf_mask 0x3fff, 0000-E0-00, rev 0x1fe000, size 2048
1880281       0x1CB0D9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4290772992
1880287       0x1CB0DF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x3f, 0000-F0-00, rev 0x1e000, size 4290772992
1880293       0x1CB0E5        Intel x86 or x64 microcode, pf_mask 0x3f, 0000-F0-00, rev 0x1f000, size 4290772992
1880299       0x1CB0EB        Intel x86 or x64 microcode, sig 0x0000003f, pf_mask 0x3f, 0000-FF-C0, rev 0xf000, size 2013265920
1881121       0x1CB421        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0x1fc00, size 2048
1881127       0x1CB427        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf800, size 2048
1881758       0x1CB69E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-7C-3E, rev 0xfc1f, size 133693440
1881805       0x1CB6CD        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-FC-00, rev 0x3f800, size 264241152
1882207       0x1CB85F        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xfc00, size 536346624
1882531       0x1CB9A3        Intel x86 or x64 microcode, pf_mask 0x00, 0000-3F-00, rev 0x7e00, size 4293918720
1882872       0x1CBAF8        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1882878       0x1CBAFE        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4026531840
1882908       0x1CBB1C        Intel x86 or x64 microcode, sig 0x00007f07, pf_mask 0x1fff, 0000-E0-00, rev 0x7c01f000, size 2048
1882945       0x1CBB41        Intel x86 or x64 microcode, pf_mask 0x00, 0000-78-00, rev 0x7800, size 2048
1883173       0x1CBC25        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-F0-00, rev 0x1f000, size 2048
1883179       0x1CBC2B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1883185       0x1CBC31        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1883191       0x1CBC37        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x1f000, size 4293918720
1883197       0x1CBC3D        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 4293918720
1883246       0x1CBC6E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 32505856
1883275       0x1CBC8B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-F0-00, rev 0x1f000, size 2048
1883281       0x1CBC91        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1883287       0x1CBC97        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1883293       0x1CBC9D        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x1f000, size 2048
1883299       0x1CBCA3        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1884589       0x1CC1AD        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x07, 0000-E0-00, size 2013265920
1885056       0x1CC380        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1885062       0x1CC386        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1885068       0x1CC38C        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1885074       0x1CC392        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1885309       0x1CC47D        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x3f, 0000-F8-00, size 264241152
1885465       0x1CC519        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1885825       0x1CC681        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1886185       0x1CC7E9        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1887505       0x1CCD11        Broadcom firmware header Corporatio . Model: . Firmware version: .
1887583       0x1CCD5F        Broadcom firmware header Corporatio . Model: . Firmware version: .
1887823       0x1CCE4F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1887829       0x1CCE55        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1887835       0x1CCE5B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1887841       0x1CCE61        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1887847       0x1CCE67        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2048
1889329       0x1CD431        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x07, 0000-FC-00, rev 0x3f800, size 4227858432
1889377       0x1CD461        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1889677       0x1CD58D        LZMA compressed data, properties: 0x7E, dictionary size: 0 bytes, uncompressed size: 0 bytes
1891128       0x1CDB38        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1891134       0x1CDB3E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1891140       0x1CDB44        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4026531840
1891182       0x1CDB6E        Intel x86 or x64 microcode, sig 0x00007c03, pf_mask 0x3fff, 0000-E0-00, rev 0x7801e000, size 2048
1891225       0x1CDB99        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2048
1891536       0x1CDCD0        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1891542       0x1CDCD6        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1891548       0x1CDCDC        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1891554       0x1CDCE2        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1891896       0x1CDE38        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1891902       0x1CDE3E        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1891908       0x1CDE44        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
