
DECIMAL       HEXADECIMAL     DESCRIPTION
1617547       0x18AE8B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf800, size 260046848
1618213       0x18B125        Intel x86 or x64 microcode, pf_mask 0x1f, 0000-00-00, size 4286578688
1618314       0x18B18A        Intel x86 or x64 microcode, sig 0x00007fff, pf_mask 0xfff, 0000-E0-00, rev 0x7c07e000, size 2048
1618675       0x18B2F3        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4290772992
1618681       0x18B2F9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4290772992
1618687       0x18B2FF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4290772992
1618693       0x18B305        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-C0, rev 0x1f000, size 2048
1618699       0x18B30B        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-C0, rev 0xffc0, size 2048
1618975       0x18B41F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1618981       0x18B425        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1618987       0x18B42B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1618993       0x18B431        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1618999       0x18B437        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1619005       0x18B43D        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1619425       0x18B5E1        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1620505       0x18BA19        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1620792       0x18BB38        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1620798       0x18BB3E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4026531840
1620828       0x18BB5C        Intel x86 or x64 microcode, sig 0x00007f07, pf_mask 0x1fff, 0000-E0-00, rev 0x7c01f000, size 2048
1620865       0x18BB81        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1621070       0x18BC4E        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1621076       0x18BC54        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4093378560
1621082       0x18BC5A        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4294901760
1621088       0x18BC60        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4294934528
1621094       0x18BC66        Intel x86 or x64 microcode, pf_mask 0x80000000, 0000-F0-00, rev 0xf000, size 2147467264
1621554       0x18BE32        Intel x86 or x64 microcode, sig 0x00007fff, pf_mask 0xfff, 0000-E0-00, rev 0x7c07e000, size 2048
1621813       0x18BF35        Intel x86 or x64 microcode, pf_mask 0x3f, 0000-F0-00, rev 0xf000, size 4290772992
1622935       0x18C397        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1622941       0x18C39D        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1622947       0x18C3A3        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1622953       0x18C3A9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1622959       0x18C3AF        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1622965       0x18C3B5        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1623379       0x18C553        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F8-00, rev 0x1e000, size 534773760
1623385       0x18C559        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-E0, rev 0x1f800, size 2048
1623391       0x18C55F        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-E0, rev 0xffe0, size 4294967040
1623673       0x18C679        Intel x86 or x64 microcode, pf_mask 0x01, 0000-FF-C0, rev 0xff80, size 3284140032
1623691       0x18C68B        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-E3-C0, rev 0x1e7c0, size 31457280
1623697       0x18C691        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x0f, 0000-C3-C0, rev 0x3e3c0, size 31457280
1623997       0x18C7BD        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1624003       0x18C7C3        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1624009       0x18C7C9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1624015       0x18C7CF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1624021       0x18C7D5        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4160749568
1624027       0x18C7DB        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1625185       0x18CC61        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1625539       0x18CDC3        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-78, rev 0x0078, size 3932160
1626181       0x18D045        Intel x86 or x64 microcode, pf_mask 0x00, 0000-3F-00, rev 0x7f00, size 260046848
1626546       0x18D1B2        Intel x86 or x64 microcode, sig 0x000007ff, pf_mask 0x3fff, 0000-E0-00, rev 0x1fe000, size 2048
1626841       0x18D2D9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4290772992
1626847       0x18D2DF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x3f, 0000-F0-00, rev 0x1e000, size 4290772992
1626853       0x18D2E5        Intel x86 or x64 microcode, pf_mask 0x3f, 0000-F0-00, rev 0x1f000, size 4290772992
1626859       0x18D2EB        Intel x86 or x64 microcode, sig 0x0000003f, pf_mask 0x3f, 0000-FF-C0, rev 0xf000, size 2013265920
1627681       0x18D621        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0x1fc00, size 2048
1627687       0x18D627        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xf800, size 2048
1628318       0x18D89E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-7C-3E, rev 0xfc1f, size 133693440
1628365       0x18D8CD        Intel x86 or x64 microcode, sig 0x00000003, pf_mask 0x07, 0000-FC-00, rev 0x3f800, size 264241152
1628767       0x18DA5F        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F8-00, rev 0xfc00, size 536346624
1629091       0x18DBA3        Intel x86 or x64 microcode, pf_mask 0x00, 0000-3F-00, rev 0x7e00, size 4293918720
1629432       0x18DCF8        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1629438       0x18DCFE        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4026531840
1629468       0x18DD1C        Intel x86 or x64 microcode, sig 0x00007f07, pf_mask 0x1fff, 0000-E0-00, rev 0x7c01f000, size 2048
1629505       0x18DD41        Intel x86 or x64 microcode, pf_mask 0x00, 0000-78-00, rev 0x7800, size 2048
1629733       0x18DE25        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-F0-00, rev 0x1f000, size 2048
1629739       0x18DE2B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1629745       0x18DE31        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1629751       0x18DE37        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x1f000, size 4293918720
1629757       0x18DE3D        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 4293918720
1629806       0x18DE6E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 32505856
1629835       0x18DE8B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-F0-00, rev 0x1f000, size 2048
1629841       0x18DE91        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1629847       0x18DE97        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1629853       0x18DE9D        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0x1f000, size 2048
1629859       0x18DEA3        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1631149       0x18E3AD        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x07, 0000-E0-00, size 2013265920
1631616       0x18E580        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1631622       0x18E586        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1631628       0x18E58C        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1631634       0x18E592        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1631869       0x18E67D        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x3f, 0000-F8-00, size 264241152
1632025       0x18E719        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1632385       0x18E881        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1632745       0x18E9E9        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1634065       0x18EF11        Broadcom firmware header Corporatio . Model: . Firmware version: ÿÿ.
1634143       0x18EF5F        Broadcom firmware header Corporatio . Model: . Firmware version: .
1634383       0x18F04F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1634389       0x18F055        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1634395       0x18F05B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1634401       0x18F061        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 2048
1634407       0x18F067        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2048
1635889       0x18F631        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x07, 0000-FC-00, rev 0x3f800, size 4227858432
1635937       0x18F661        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1636237       0x18F78D        LZMA compressed data, properties: 0x7E, dictionary size: 0 bytes, uncompressed size: 0 bytes
1637688       0x18FD38        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1637694       0x18FD3E        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1637700       0x18FD44        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4026531840
1637742       0x18FD6E        Intel x86 or x64 microcode, sig 0x00007c03, pf_mask 0x3fff, 0000-E0-00, rev 0x7801e000, size 2048
1637785       0x18FD99        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2048
1638096       0x18FED0        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1638102       0x18FED6        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1638108       0x18FEDC        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1638114       0x18FEE2        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1638456       0x190038        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1638462       0x19003E        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1638468       0x190044        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1638474       0x19004A        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1638816       0x1901A0        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1638822       0x1901A6        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x1fff, 0000-F0-00, rev 0x1e000, size 4026531840
1638828       0x1901AC        Intel x86 or x64 microcode, pf_mask 0x1fff, 0000-F0-00, rev 0x1f000, size 4026531840
1638834       0x1901B2        Intel x86 or x64 microcode, sig 0x00001fff, pf_mask 0x1fff, 0000-F0-00, rev 0xf000, size 2048
1639194       0x19031A        Intel x86 or x64 microcode, sig 0x00007fff, pf_mask 0xfff, 0000-E0-00, rev 0x7c07e000, size 2048
1639489       0x190441        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1639495       0x190447        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1639501       0x19044D        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1639507       0x190453        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4160749568
1639513       0x190459        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1639849       0x1905A9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1639855       0x1905AF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1639861       0x1905B5        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1639867       0x1905BB        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4160749568
1639873       0x1905C1        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1640215       0x190717        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1640221       0x19071D        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1640227       0x190723        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1640233       0x190729        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1640239       0x19072F        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1640245       0x190735        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1640851       0x190993        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x3c0, 0000-E0-00, rev 0x3f800, size 125829120
1641025       0x190A41        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1641235       0x190B13        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x00, 0000-E0-00, rev 0x3f000, size 62914560
1641745       0x190D11        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1642004       0x190E14        Intel x86 or x64 microcode, pf_mask 0xc0000000, 0000-7C-3E, rev 0xf87c, size 130277376
1642406       0x190FA6        Intel x86 or x64 microcode, pf_mask 0x80000000, 0000-F8-7C, rev 0x1f0f8, size 260554752
1642412       0x190FAC        Intel x86 or x64 microcode, pf_mask 0xc0000000, 0000-7C-3E, rev 0xf87c, size 130277376
1642459       0x190FDB        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, rev 0xf078, size 2048
1642652       0x19109C        Intel x86 or x64 microcode, pf_mask 0x00, 0000-FF-FE, rev 0x1e3fc, size 132120576
1642658       0x1910A2        Intel x86 or x64 microcode, pf_mask 0x00, 0000-7F-8F, rev 0xfffe, size 133169152
1643449       0x1913B9        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1643455       0x1913BF        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1643461       0x1913C5        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1643467       0x1913CB        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4160749568
1643473       0x1913D1        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1643809       0x191521        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1643815       0x191527        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1643821       0x19152D        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1643827       0x191533        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4160749568
1643833       0x191539        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 2013265920
1644115       0x191653        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x00, 0000-E0-00, rev 0x3f000, size 4278190080
1644175       0x19168F        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1644181       0x191695        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x01, 0000-E0-00, rev 0x1e000, size 4026531840
1644187       0x19169B        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-E0-00, rev 0x1e000, size 4026531840
1644193       0x1916A1        Intel x86 or x64 microcode, sig 0x00000001, pf_mask 0x00, 0000-F0-00, rev 0x1e000, size 4026531840
1644199       0x1916A7        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0x1f000, size 4026531840
1644205       0x1916AD        Intel x86 or x64 microcode, pf_mask 0x00, 0000-F0-00, rev 0xf000, size 4160749568
1644451       0x1917A3        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x00, 0000-E0-00, rev 0x3f800, size 4261412864
1644625       0x191851        Intel x86 or x64 microcode, pf_mask 0x00, 0000-00-00, size 2048
1644829       0x19191D        Intel x86 or x64 microcode, sig 0x00000007, pf_mask 0x1f, 0000-E0-00, rev 0x3f800, size 2048
